salon;edition_annee;entreprise;secteur_metier;site_web;email;type_email;email_origine;email_annuaire;email_site;email_site_source;nom_contact;fonction;ville;departement;telephone;source_url;date_collecte;statut_validation;segment_ICP
Medfel;2026;SAS COCCOLO;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/sas-coccolo/;2026-06-20;a_enrichir;Haute
Medfel;2026;CAUSTIER GROUPE MAF;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/caustier-groupe-maf/;2026-06-20;a_enrichir;Haute
Medfel;2026;GROUPE CARSO;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/groupe-carso/;2026-06-20;a_enrichir;Haute
Medfel;2026;CARDELL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/cardell/;2026-06-20;a_enrichir;Haute
Medfel;2026;CAMILOR FRANCE INTERNATIONAL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/camilor-france-international/;2026-06-20;a_enrichir;Haute
Medfel;2026;BUONANNO / SAN LUCAR;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/buonanno-san-lucar/;2026-06-20;a_enrichir;Haute
Medfel;2026;BANQUE POPULAIRE DU SUD;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/banque-populaire-du-sud/;2026-06-20;a_enrichir;Haute
Medfel;2026;ZORODDU;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/zoroddu/;2026-06-20;a_enrichir;Haute
Medfel;2026;VITA FRUITS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/vita-fruits/;2026-06-20;a_enrichir;Haute
Medfel;2026;TOYOTA MATERIAL HANDLING;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/toyota-material-handling/;2026-06-20;a_enrichir;Haute
Medfel;2026;TOP FRUITS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/top-fruits/;2026-06-20;a_enrichir;Haute
Medfel;2026;SAS theza-fruits et légumes;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/sas-theza-fruits-et-legumes/;2026-06-20;a_enrichir;Haute
Medfel;2026;MELON DE CAVAILLON;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/melon-de-cavaillon/;2026-06-20;a_enrichir;Haute
Medfel;2026;SUNCROPS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/suncrops/;2026-06-20;a_enrichir;Haute
Medfel;2026;SPANFRUITS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/spanfruits/;2026-06-20;a_enrichir;Haute
Medfel;2026;SOLEIL ROY INTERNATIONAL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/soleil-roy-international/;2026-06-20;a_enrichir;Haute
Medfel;2026;SOLAGORA;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/solagora/;2026-06-20;a_enrichir;Haute
Medfel;2026;SOCIÉTÉ DE DISTRIBUTION FRUITIÈRE – SODIS FRANCE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/societe-de-distribution-fruitiere-sodis-france/;2026-06-20;a_enrichir;Haute
Medfel;2026;SOCAFNA;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/socafna/;2026-06-20;a_enrichir;Haute
Medfel;2026;PERPIGNAN INTERNATIONAL SAINT-CHARLES;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/perpignan-international-saint-charles/;2026-06-20;a_enrichir;Haute
Medfel;2026;SAINT CHARLES PRIMEURS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/saint-charles-primeurs/;2026-06-20;a_enrichir;Haute
Medfel;2026;Réart-Vallée / Spanfruits;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/reart-vallee-spanfruits/;2026-06-20;a_enrichir;Haute
Medfel;2026;PRIMSUD;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/primsud/;2026-06-20;a_enrichir;Haute
Medfel;2026;PRIMAFEL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/primafel/;2026-06-20;a_enrichir;Haute
Medfel;2026;PORT DE PORT-VENDRES;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/port-de-port-vendres/;2026-06-20;a_enrichir;Haute
Medfel;2026;PLENETUDE INFORMATIQUE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/plenetude-informatique/;2026-06-20;a_enrichir;Haute
Medfel;2026;PINTO;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/pinto/;2026-06-20;a_enrichir;Haute
Medfel;2026;AOP PÊCHES ET ABRICOTS DE FRANCE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/aop-peches-et-abricots-de-france/;2026-06-20;a_enrichir;Haute
Medfel;2026;PAVIFRUITS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/pavifruits/;2026-06-20;a_enrichir;Haute
Medfel;2026;MARQUILLANES;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/marquillanes/;2026-06-20;a_enrichir;Haute
Medfel;2026;MADNOOS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/madnoos/;2026-06-20;a_enrichir;Haute
Medfel;2026;LES RUBIS DE LANSAC;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/les-rubis-de-lansac/;2026-06-20;a_enrichir;Haute
Medfel;2026;LABORATOIRE C.A.M.P.;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/laboratoire-c-a-m-p/;2026-06-20;a_enrichir;Haute
Medfel;2026;JMF PARTENARIAT;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/jmf-partenariat/;2026-06-20;a_enrichir;Haute
Medfel;2026;JARDINS DU ROUSSILLON;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/jardins-du-roussillon/;2026-06-20;a_enrichir;Haute
Medfel;2026;JH MESGUEN;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/jh-mesguen/;2026-06-20;a_enrichir;Haute
Medfel;2026;ALMA TRANSITAIRES;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/alma-transitaires/;2026-06-20;a_enrichir;Haute
Medfel;2026;GR LOGISTIQUE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/gr-logistique/;2026-06-20;a_enrichir;Haute
Medfel;2026;GREEN PRODUCE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/green-produce/;2026-06-20;a_enrichir;Haute
Medfel;2026;FRULEXXO;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/frulexxo/;2026-06-20;a_enrichir;Haute
Medfel;2026;CINATUR GROUP SL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/cinatur-group-sl/;2026-06-20;a_enrichir;Haute
Medfel;2026;ARMAND FABRE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/armand-fabre/;2026-06-20;a_enrichir;Haute
Medfel;2026;FRUITS ROUGES & CO;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/fruits-rouges-co/;2026-06-20;a_enrichir;Haute
Medfel;2026;PHYTOCONTROL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/phytocontrol/;2026-06-20;a_enrichir;Haute
Medfel;2026;BIO & BIO;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/bio-bio/;2026-06-20;a_enrichir;Haute
Medfel;2026;AGRI COMMERCE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/agri-commerce/;2026-06-20;a_enrichir;Haute
Medfel;2026;RÉGION OCCITANIE – AD’OCC;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/region-occitanie/;2026-06-20;a_enrichir;Haute
Medfel;2026;SAVEURS DES CLOS;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/saveurs-des-clos/;2026-06-20;a_enrichir;Haute
Medfel;2026;VIEUX POINTET;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/vieux-pointet/;2026-06-20;a_enrichir;Haute
Medfel;2026;URBASOLAR;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/urbasolar/;2026-06-20;a_enrichir;Haute
Medfel;2026;UNI-VERT;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/uni-vert/;2026-06-20;a_enrichir;Haute
Medfel;2026;ALTERBIO;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/alterbio-france/;2026-06-20;a_enrichir;Haute
Medfel;2026;INTERFEL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/interfel/;2026-06-20;a_enrichir;Haute
Medfel;2026;GRAND MARCHÉ DE PROVENCE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/grand-marche-de-provence/;2026-06-20;a_enrichir;Haute
Medfel;2026;LES PAYSANS DE ROUGELINE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/les-paysans-de-rougeline/;2026-06-20;a_enrichir;Haute
Medfel;2026;UNITEC;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/unitec/;2026-06-20;a_enrichir;Haute
Medfel;2026;GHELFI ONDULATI;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/ghelfi-ondulati/;2026-06-20;a_enrichir;Haute
Medfel;2026;BARBERA INTERNATIONAL S.R.L.;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/barbera-international-s-r-l/;2026-06-20;a_enrichir;Haute
Medfel;2026;PSB PRODUCTION VEGETAL;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/psb-production-vegetal/;2026-06-20;a_enrichir;Haute
Medfel;2026;ULMA PACKAGING;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/ulma-packaging/;2026-06-20;a_enrichir;Haute
Medfel;2026;BLUE WHALE;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/blue-whale/;2026-06-20;a_enrichir;Haute
Medfel;2026;SOFRUPAK;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/sofrupak/;2026-06-20;a_enrichir;Haute
Medfel;2026;VERTO PRIM;Fruits & légumes / négoce (Medfel);;;;;;;;;;;;;https://medfel.com/exposants/verto-prim/;2026-06-20;a_enrichir;Haute
